#HMM - Genes
#command line: python3 ../../src/transit.py
#summary of gene calls: ES=650, GD=154, NE=3099, GA=81, N/A=6
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
Rv2030c	-	hypothetical protein Rv2030c 	35	0	0	35	0	0.6000	546.90	NE
Rv2031c	hspX	HEAT SHOCK PROTEIN HSPX (ALPHA-CRSTALLIN HOMOLOG) (14 kDa ANTIGEN) (HSP16.3) 	8	0	0	8	0	0.8750	353.57	NE
Rv2032	acg	Conserved hypothetical protein Acg 	19	0	0	19	0	0.5263	478.20	NE
Rv2033c	-	hypothetical protein Rv2033c 	12	0	0	12	0	0.7500	344.33	NE
Rv2034	-	Probable ArsR-type repressor protein 	3	0	0	3	0	0.3333	3.00	NE
Rv2035	-	hypothetical protein Rv2035 	12	0	0	12	0	0.7500	645.78	NE
Rv2036	-	hypothetical protein Rv2036 	10	0	0	10	0	0.4000	106.25	NE
Rv2037c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	17	0	0	17	0	0.5294	143.67	NE
Rv2038c	-	Probable sugar-transport ATP-binding protein ABC transporter 	18	9	0	9	0	0.2222	97.25	NE
Rv2039c	-	Probable sugar-transport integral membrane protein ABC transporter 	17	2	0	15	0	0.3529	255.33	NE
Rv2040c	-	Probable sugar-transport integral membrane protein ABC transporter 	18	0	0	18	0	0.5000	263.89	NE
Rv2041c	-	Probable sugar-binding lipoprotein 	25	0	0	25	0	0.5600	479.86	NE
Rv2042c	-	hypothetical protein Rv2042c 	15	0	0	15	0	0.5333	609.38	NE
Rv2043c	pncA	PYRAZINAMIDASE/NICOTINAMIDAS PNCA (PZase) 	12	0	0	8	4	0.6667	9877.00	NE
Rv2044c	-	hypothetical protein Rv2044c 	8	0	0	8	0	0.5000	188.25	NE
Rv2045c	lipT	Probable carboxylesterase LipT 	29	0	0	29	0	0.4138	371.42	NE
Rv2046	lppI	Probable lipoprotein lppI 	10	0	0	10	0	1.0000	748.30	NE
Rv2047c	-	hypothetical protein Rv2047c 	32	0	32	0	0	0.0625	25.50	GD
Rv2048c	pks12	Probable polyketide synthase pks12 	148	102	45	1	0	0.0878	55.31	ES
Rv2049c	-	hypothetical protein Rv2049c 	2	0	0	2	0	1.0000	456.50	NE
Rv2050	-	hypothetical protein Rv2050 	5	5	0	0	0	0.0000	0.00	ES
Rv2051c	ppm1	Polyprenol-monophosphomannose synthase Ppm1 	33	15	0	18	0	0.3939	496.15	NE
Rv2052c	-	hypothetical protein Rv2052c 	22	0	0	22	0	0.8636	694.32	NE
Rv2053c	fxsA	FxsA 	5	0	0	5	0	0.8000	1981.00	NE
Rv2054	-	hypothetical protein Rv2054 	17	0	0	17	0	0.8235	1530.07	NE
Rv2055c	rpsR	30S ribosomal protein S18 	3	0	0	3	0	0.3333	225.00	NE
Rv2056c	rpsN	30S ribosomal protein S14 	4	0	0	4	0	0.7500	203.67	NE
Rv2057c	rpmG	50S ribosomal protein L33 	4	0	0	4	0	0.7500	1649.33	NE
Rv2058c	rpmB	50S ribosomal protein L28 	5	0	0	5	0	0.8000	1826.75	NE
Rv2059	-	hypothetical protein Rv2059 	20	0	0	20	0	0.7500	384.73	NE
Rv2060	-	Possible conserved integral membrane protein 	4	0	0	4	0	0.7500	110.33	NE
Rv2061c	-	hypothetical protein Rv2061c 	7	0	0	7	0	1.0000	192.71	NE
Rv2062c	cobN	cobaltochelatase 	50	0	0	50	0	0.5400	449.70	NE
Rv2063	-	hypothetical protein Rv2063 	3	0	0	3	0	0.0000	0.00	NE
Rv2064	cobG	Possible cobalamin biosynthesis protein CobG 	10	0	0	10	0	0.3000	1195.67	NE
Rv2065	cobH	precorrin-8X methylmutase 	8	0	0	8	0	0.7500	1114.00	NE
Rv2066	cobI	Probable bifunctional protein, CobI-CobJ fusion protein: S-adenosyl-L-methionine-precorrin-2 methyl transferase + precorrin-3 methylase 	22	0	0	22	0	0.8182	1310.78	NE
Rv2067c	-	hypothetical protein Rv2067c 	35	0	0	35	0	0.6000	331.57	NE
Rv2068c	blaC	CLASS A BETA-LACTAMASE BLAC 	15	0	0	15	0	1.0000	1203.87	NE
Rv2069	sigC	RNA polymerase sigma factor SigC 	9	0	0	9	0	0.6667	869.33	NE
Rv2070c	cobK	cobalt-precorrin-6x reductase 	16	0	0	16	0	0.4375	202.00	NE
Rv2071c	cobM	Probable precorrin-4 C11-methyltransferase CobM 	17	0	0	17	0	0.6471	708.09	NE
Rv2072c	cobL	Probable precorrin-6y methyltransferase CobL 	13	0	0	13	0	0.6154	420.50	NE
Rv2073c	-	Probable shortchain dehydrogenase 	10	0	0	9	1	0.9000	11673.78	NE
Rv2074	-	hypothetical protein Rv2074 	6	0	0	6	0	0.8333	404.20	NE
Rv2075c	-	Possible hypothetical exported or envelope protein 	26	0	0	26	0	0.9231	1440.92	NE
Rv2076c	-	hypothetical protein Rv2076c 	5	0	0	5	0	0.8000	1450.50	NE
Rv2077c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	20	0	0	20	0	0.7000	832.93	NE
Rv2077A	-	hypothetical protein Rv2077A 	8	0	0	8	0	0.6250	440.00	NE
Rv2078	-	hypothetical protein Rv2078 	4	0	0	4	0	0.2500	34.00	NE
Rv2079	-	hypothetical protein Rv2079 	34	0	0	34	0	0.4118	488.07	NE
Rv2080	lppJ	Possible lipoprotein lppJ 	10	0	0	10	0	1.0000	328.70	NE
Rv2081c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	8	0	0	8	0	0.8750	373.00	NE
Rv2082	-	hypothetical protein Rv2082 	38	0	0	38	0	0.6842	615.12	NE
Rv2083	-	hypothetical protein Rv2083 	6	0	0	6	0	1.0000	568.00	NE
Rv2084	-	hypothetical protein Rv2084 	25	0	0	25	0	0.7600	585.79	NE
Rv2085	-	hypothetical protein Rv2085 	3	0	0	3	0	0.3333	92.00	NE
Rv2086	-	hypothetical protein Rv2086 	12	0	0	12	0	0.7500	259.78	NE
Rv2087	-	hypothetical protein Rv2087 	6	0	0	6	0	0.3333	94.50	NE
Rv2088	pknJ	PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE J PKNJ (PROTEIN KINASE J) (STPK J) 	30	0	0	30	0	0.5000	489.20	NE
Rv2089c	pepE	Probable dipeptidase PepE 	22	11	0	6	5	0.4091	767.44	ES
Rv2090	-	Probable 5'-3' exonuclease 	16	0	0	12	4	0.8125	3240.31	NE
Rv2091c	-	Probable membrane protein 	20	0	0	20	0	0.7000	410.86	NE
Rv2092c	helY	PROBABLE ATP-DEPENDENT DNA HELICASE HELY 	41	0	0	41	0	0.7561	761.48	NE
Rv2093c	tatC	Probable Sec-independent protein translocase transmembrane protein tatC 	13	12	0	1	0	0.0769	282.00	ES
Rv2094c	tatA	twin argininte translocase protein A 	3	3	0	0	0	0.0000	0.00	ES
Rv2095c	-	hypothetical protein Rv2095c 	15	0	0	0	15	0.9333	3288.00	GA
Rv2096c	-	hypothetical protein Rv2096c 	15	0	0	0	15	0.5333	933.62	GA
Rv2097c	-	hypothetical protein Rv2097c 	22	21	0	0	1	0.0455	8566.00	ES
Rv2100	-	hypothetical protein Rv2100 	19	0	0	19	0	0.6842	1261.00	NE
Rv2101	helZ	PROBABLE HELICASE HELZ 	29	0	0	29	0	0.7241	1131.33	NE
Rv2102	-	hypothetical protein Rv2102 	12	0	0	12	0	0.7500	904.00	NE
Rv2103c	-	hypothetical protein Rv2103c 	5	0	0	5	0	0.4000	1220.00	NE
Rv2104c	-	hypothetical protein Rv2104c 	2	0	0	2	0	1.0000	300.00	NE
Rv2105	-	PROBABLE TRANSPOSASE 	5	0	0	5	0	1.0000	561.20	NE
Rv2106	-	PROBABLE TRANSPOSASE 	25	0	0	25	0	0.9600	583.79	NE
Rv2107	PE22	PE FAMILY PROTEIN 	10	0	0	10	0	0.7000	105.71	NE
Rv2108	PPE36	PPE FAMILY PROTEIN 	21	0	0	21	0	0.8571	756.28	NE
Rv2109c	prcA	proteasome (alpha subunit) PrcA 	18	18	0	0	0	0.0000	0.00	ES
Rv2110c	prcB	proteasome (beta subunit) PrcB 	18	18	0	0	0	0.0000	0.00	ES
Rv2111c	-	hypothetical protein Rv2111c 	1	1	0	0	0	0.0000	0.00	ES
Rv2112c	-	hypothetical protein Rv2112c 	33	32	0	0	1	0.0303	3800.00	ES
Rv2113	-	Probable integral membrane protein 	12	0	0	0	12	0.8333	1244.00	GA
Rv2114	-	hypothetical protein Rv2114 	14	0	0	0	14	0.8571	1469.58	GA
Rv2115c	-	Probable ATPase 	30	29	0	0	1	0.0667	87.50	ES
Rv2116	lppK	Probable conserved lipoprotein lppK 	6	0	0	6	0	0.8333	570.60	NE
Rv2117	-	hypothetical protein Rv2117 	3	0	0	3	0	1.0000	422.00	NE
Rv2118c	-	POSSIBLE RNA METHYLTRANSFERASE 	15	0	0	15	0	0.8000	252.42	NE
Rv2119	-	hypothetical protein Rv2119 	21	0	0	21	0	0.7619	462.62	NE
Rv2120c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	0	0	8	0	0.5000	1526.75	NE
Rv2121c	hisG	ATP phosphoribosyltransferase 	9	9	0	0	0	0.0000	0.00	ES
Rv2122c	hisE	phosphoribosyl-ATP pyrophosphatase 	3	3	0	0	0	0.0000	0.00	ES
Rv2123	PPE37	PPE FAMILY PROTEIN 	23	0	0	23	0	0.6087	452.57	NE
Rv2124c	metH	Probable 5-methyltetrahydrofolate--homocystein methyltransferase MetH (Methionine synthase, vitamin-B12 dependent isozyme) (MS) 	45	0	0	45	0	0.5778	789.38	NE
Rv2125	-	hypothetical protein Rv2125 	11	0	0	11	0	0.9091	1634.30	NE
Rv2126c	PE_PGRS37	PE-PGRS FAMILY PROTEIN 	6	0	0	6	0	0.5000	208.67	NE
Rv2127	ansP1	Probable L-asparagine permease ansP1 	26	0	0	26	0	0.8077	487.19	NE
Rv2128	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	6	0	0	6	0	0.6667	353.50	NE
Rv2129c	-	short chain dehydrogenase 	14	0	0	14	0	0.6429	312.78	NE
Rv2130c	cysS	cysteinyl-tRNA synthetase 	25	24	0	1	0	0.0400	5.00	ES
Rv2131c	cysQ	POSSIBLE MONOPHOSPHATASE CYSQ 	9	0	0	9	0	0.0000	0.00	NE
Rv2132	-	hypothetical protein Rv2132 	3	0	0	3	0	1.0000	591.33	NE
Rv2133c	-	hypothetical protein Rv2133c 	10	0	0	10	0	0.8000	826.00	NE
Rv2134c	-	hypothetical protein Rv2134c 	8	0	0	8	0	0.6250	162.20	NE
Rv2135c	-	hypothetical protein Rv2135c 	6	0	0	6	0	0.1667	375.00	NE
Rv2136c	uppP	undecaprenyl pyrophosphate phosphatase 	14	0	0	14	0	0.5000	797.00	NE
Rv2137c	-	hypothetical protein Rv2137c 	7	0	0	7	0	0.8571	388.33	NE
Rv2138	lppL	Probable conserved lipoprotein LppL 	20	0	18	2	0	0.1000	382.50	GD
Rv2139	pyrD	dihydroorotate dehydrogenase 2 	14	0	13	1	0	0.0714	385.00	GD
Rv2140c	TB18.6	hypothetical protein Rv2140c 	12	0	0	12	0	0.7500	511.22	NE
Rv2141c	-	hypothetical protein Rv2141c 	22	0	0	22	0	0.6818	561.27	NE
Rv2142c	-	hypothetical protein Rv2142c 	13	0	0	13	0	0.7692	940.00	NE
Rv2143	-	hypothetical protein Rv2143 	15	0	0	15	0	0.9333	1226.57	NE
Rv2144c	-	Probable transmembrane protein 	5	0	0	5	0	0.6000	1391.67	NE
Rv2145c	wag31	CONSERVED HYPOTHETICAL PROTEIN WAG31 	12	12	0	0	0	0.0000	0.00	ES
Rv2146c	-	Possible conserved transmembrane protein 	1	0	0	1	0	1.0000	165.00	NE
Rv2147c	-	hypothetical protein Rv2147c 	20	17	0	3	0	0.1500	424.00	ES
Rv2148c	-	hypothetical protein Rv2148c 	9	3	0	6	0	0.5556	321.80	NE
Rv2149c	yfiH	conserved hypothetical protein YfiH 	7	0	0	7	0	0.7143	250.60	NE
Rv2150c	ftsZ	cell division protein FtsZ 	8	8	0	0	0	0.0000	0.00	ES
Rv2151c	ftsQ	POSSIBLE CELL DIVISION PROTEIN FTSQ 	8	1	7	0	0	0.2500	14.50	GD
Rv2152c	murC	UDP-N-acetylmuramate--L-alanine ligase 	14	14	0	0	0	0.0000	0.00	ES
Rv2153c	murG	N-acetylglucosaminyl transferase 	14	14	0	0	0	0.0000	0.00	ES
Rv2154c	ftsW	FtsW-like protein FtsW 	18	17	0	1	0	0.0556	272.00	ES
Rv2155c	murD	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase 	21	21	0	0	0	0.0000	0.00	ES
Rv2156c	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase 	12	12	0	0	0	0.0000	0.00	ES
Rv2157c	murF	Probable UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate- D-alanyl-D-alanyl ligase MurF 	10	10	0	0	0	0.0000	0.00	ES
Rv2158c	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase 	11	11	0	0	0	0.0000	0.00	ES
Rv2159c	-	hypothetical protein Rv2159c 	6	0	0	6	0	1.0000	1184.00	NE
Rv2160A	-	hypothetical protein Rv2160A 	6	0	0	6	0	0.5000	315.67	NE
Rv2160c	-	hypothetical protein Rv2160c 	3	0	0	3	0	0.3333	80.00	NE
Rv2161c	-	hypothetical protein Rv2161c 	9	0	0	9	0	0.7778	821.14	NE
Rv2162c	PE_PGRS38	PE-PGRS FAMILY PROTEIN 	14	0	0	14	0	0.8571	230.75	NE
Rv2163c	pbpB	Probable penicillin-binding membrane protein pbpB 	30	29	0	1	0	0.0333	489.00	ES
Rv2164c	-	PROBABLE CONSERVED PROLINE RICH MEMBRANE PROTEIN 	10	10	0	0	0	0.0000	0.00	ES
Rv2165c	mraW	S-adenosyl-methyltransferase MraW 	19	19	0	0	0	0.0000	0.00	ES
Rv2166c	-	hypothetical protein Rv2166c 	8	8	0	0	0	0.0000	0.00	ES
Rv2167c	-	PROBABLE TRANSPOSASE 	26	0	0	26	0	0.9615	573.84	NE
Rv2168c	-	PROBABLE TRANSPOSASE 	5	0	0	5	0	1.0000	567.40	NE
Rv2169c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	6	0	0	6	0	0.1667	40.00	NE
Rv2170	-	hypothetical protein Rv2170 	15	0	0	15	0	0.3333	1287.40	NE
Rv2171	lppM	Probable conserved lipoprotein lppM 	9	0	0	9	0	0.7778	374.00	NE
Rv2172c	-	hypothetical protein Rv2172c 	18	17	0	1	0	0.0556	996.00	ES
Rv2173	idsA2	PROBABLE GERANYLGERANYL PYROPHOSPHATE SYNTHETASE IDSA2 (GGPPSASE) (GGPP SYNTHETASE) (GERANYLGERANYL DIPHOSPHATE SYNTHASE) 	19	0	0	19	0	0.3684	146.86	NE
Rv2174	-	Possible conserved integral membrane protein 	28	25	0	3	0	0.1071	634.67	ES
Rv2175c	-	conserved hypothetical regulatory protein 	7	0	0	7	0	0.8571	790.17	NE
Rv2176	pknL	PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE L PKNL (PROTEIN KINASE L) (STPK L) 	24	0	0	24	0	0.5417	402.77	NE
Rv2177c	-	POSSIBLE TRANSPOSASE 	7	0	0	7	0	1.0000	668.00	NE
Rv2178c	aroG	Probable 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase AroG (DAHP synthetase, phenylalanine-repressible) 	17	16	0	1	0	0.0588	503.00	ES
Rv2179c	-	hypothetical protein Rv2179c 	7	0	0	7	0	0.0000	0.00	NE
Rv2180c	-	Probable conserved integral membrane protein 	12	0	0	12	0	0.8333	740.30	NE
Rv2181	-	Probable conserved integral membrane protein 	20	2	0	18	0	0.7500	583.73	NE
Rv2182c	-	1-acylglycerol-3-phosphate O-acyltransferase 	22	22	0	0	0	0.0000	0.00	ES
Rv2183c	-	hypothetical protein Rv2183c 	6	0	0	6	0	0.6667	36.25	NE
Rv2184c	-	hypothetical protein Rv2184c 	18	0	0	18	0	0.7222	611.15	NE
Rv2185c	TB16.3	hypothetical protein Rv2185c 	13	0	0	13	0	0.4615	234.50	NE
Rv2186c	-	hypothetical protein Rv2186c 	10	0	0	10	0	0.1000	19.00	NE
Rv2187	fadD15	Probable long-chain-fatty-acid-CoA ligase fadD15 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	35	0	0	35	0	0.8286	787.90	NE
Rv2188c	-	hypothetical protein Rv2188c 	19	19	0	0	0	0.0000	0.00	ES
Rv2189c	-	hypothetical protein Rv2189c 	12	0	0	8	4	0.5000	13048.00	NE
Rv2190c	-	hypothetical protein Rv2190c 	20	0	0	20	0	0.4500	569.89	NE
Rv2191	-	hypothetical protein Rv2191 	27	1	0	26	0	0.7407	1211.35	NE
Rv2192c	trpD	anthranilate phosphoribosyltransferase 	7	7	0	0	0	0.0000	0.00	ES
Rv2193	ctaE	PROBABLE CYTOCHROME C OXIDASE (SUBUNIT III) CTAE 	17	17	0	0	0	0.0000	0.00	ES
Rv2194	qcrC	Probable Ubiquinol-cytochrome C reductase QcrC(cytochrome C subunit) 	12	12	0	0	0	0.0000	0.00	ES
Rv2195	qcrA	Probable Rieske iron-sulfur protein QcrA 	22	22	0	0	0	0.0000	0.00	ES
Rv2196	qcrB	Probable Ubiquinol-cytochrome C reductase QcrB (cytochrome B subunit) 	31	29	0	2	0	0.0645	1628.00	ES
Rv2197c	-	Probable conserved transmembrane protein 	13	0	0	13	0	0.7692	677.70	NE
Rv2198c	mmpS3	PROBABLE CONSERVED MEMBRANE PROTEIN MMPS3 	14	0	14	0	0	0.0714	42.00	GD
Rv2199c	-	Possible conserved integral membrane protein 	8	0	8	0	0	0.1250	161.00	GD
Rv2200c	ctaC	PROBABLE TRANSMEMBRANE CYTOCHROME C OXIDASE (SUBUNIT II) CTAC 	21	18	0	3	0	0.1429	494.67	ES
Rv2201	asnB	Probable asparagine synthetase AsnB 	30	28	0	2	0	0.0667	145.00	ES
Rv2202c	cbhK	Probable carbohydrate kinase CbhK 	20	20	0	0	0	0.0000	0.00	ES
Rv2203	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	15	0	0	15	0	0.9333	975.07	NE
Rv2204c	-	hypothetical protein Rv2204c 	4	0	0	4	0	0.0000	0.00	NE
Rv2205c	-	hypothetical protein Rv2205c 	13	0	0	13	0	0.8462	588.45	NE
Rv2206	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	10	0	10	0	0	0.1000	21.00	GD
Rv2207	cobT	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase 	8	0	8	0	0	0.0000	0.00	GD
Rv2208	cobS	cobalamin synthase 	10	0	1	0	9	0.8000	560.25	GA
Rv2209	-	Probable conserved integral membrane protein 	26	2	0	0	24	0.8077	1116.00	GA
Rv2210c	ilvE	branched-chain amino acid aminotransferase 	23	22	0	0	1	0.0435	101.00	ES
Rv2211c	gcvT	glycine cleavage system aminomethyltransferase T 	18	18	0	0	0	0.0000	0.00	ES
Rv2212	-	hypothetical protein Rv2212 	11	0	0	11	0	0.8182	922.78	NE
Rv2213	pepB	leucyl aminopeptidase 	16	0	0	16	0	0.5625	1005.67	NE
Rv2214c	ephD	short chain dehydrogenase 	32	0	0	32	0	0.8750	582.75	NE
Rv2215	dlaT	dihydrolipoamide acetyltransferase 	15	14	0	1	0	0.0667	56.00	ES
Rv2216	-	hypothetical protein Rv2216 	13	0	0	13	0	0.3846	1097.00	NE
Rv2217	lipB	lipoyltransferase 	12	1	0	11	0	0.1667	425.00	NE
Rv2218	lipA	lipoyl synthase 	15	13	0	2	0	0.0667	443.00	ES
Rv2219	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	9	0	0	9	0	0.2222	495.50	NE
Rv2219A	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	3	0	0	3	0	1.0000	450.00	NE
Rv2220	glnA1	GLUTAMINE SYNTHETASE GLNA1 (GLUTAMINE SYNTHASE) (GS-I) 	30	29	0	1	0	0.0333	1081.00	ES
Rv2221c	glnE	GLUTAMATE-AMMONIA-LIGASE ADENYLYLTRANSFERASE GLNE (Glutamine-synthetase adenylyltransferase) 	39	39	0	0	0	0.0000	0.00	ES
Rv2222c	glnA2	PROBABLE GLUTAMINE SYNTHETASE GLNA2 (GLUTAMINE SYNTHASE) (GS-II) 	21	0	0	21	0	0.7619	208.31	NE
Rv2223c	-	Probable exported protease 	29	0	0	29	0	0.8966	1124.04	NE
Rv2224c	-	Probable exported protease 	30	0	0	30	0	0.8667	1076.65	NE
Rv2225	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase 	15	15	0	0	0	0.0000	0.00	ES
Rv2226	-	hypothetical protein Rv2226 	25	0	0	25	0	0.6800	434.29	NE
Rv2227	-	hypothetical protein Rv2227 	19	0	0	19	0	0.5263	487.20	NE
Rv2228c	-	hypothetical protein Rv2228c 	20	18	0	2	0	0.1000	688.50	ES
Rv2229c	-	hypothetical protein Rv2229c 	5	5	0	0	0	0.0000	0.00	ES
Rv2230c	-	hypothetical protein Rv2230c 	16	0	13	3	0	0.3750	78.67	GD
Rv2231c	cobC	hypothetical protein Rv2231c 	16	0	0	16	0	0.3125	111.40	NE
Rv2232	-	hypothetical protein Rv2232 	11	0	0	11	0	0.5455	359.83	NE
Rv2234	ptpA	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPA (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) (LMW PHOSPHATASE) 	7	0	0	7	0	0.5714	288.25	NE
Rv2235	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	17	16	0	1	0	0.0588	155.00	ES
Rv2236c	cobD	cobalamin biosynthesis protein 	13	1	0	12	0	0.5385	519.43	NE
Rv2237	-	hypothetical protein Rv2237 	17	0	0	17	0	0.6471	810.73	NE
Rv2238c	ahpE	Probable peroxiredoxin AhpE 	6	0	0	6	0	0.6667	354.50	NE
Rv2239c	-	hypothetical protein Rv2239c 	4	0	0	4	0	0.5000	7.00	NE
Rv2240c	-	hypothetical protein Rv2240c 	11	1	0	10	0	0.5455	642.67	NE
Rv2241	aceE	pyruvate dehydrogenase subunit E1 	58	57	0	1	0	0.0172	127.00	ES
Rv2242	-	hypothetical protein Rv2242 	17	16	0	1	0	0.0588	11.00	ES
Rv2243	fabD	acyl-carrier-protein S-malonyltransferase 	7	1	6	0	0	0.1429	65.00	GD
Rv2244	acpP	acyl carrier protein 	6	6	0	0	0	0.0000	0.00	ES
Rv2245	kasA	3-oxoacyl-(acyl carrier protein) synthase II 	16	16	0	0	0	0.0000	0.00	ES
Rv2246	kasB	3-oxoacyl-(acyl carrier protein) synthase II 	19	19	0	0	0	0.0000	0.00	ES
Rv2247	accD6	ACETYL/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD6 	14	13	0	1	0	0.0714	618.00	ES
Rv2248	-	hypothetical protein Rv2248 	12	0	0	12	0	0.5000	370.50	NE
Rv2249c	glpD1	PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD1 	20	0	0	20	0	0.4500	366.44	NE
Rv2250c	-	Possible transcriptional regulatory protein 	11	0	0	11	0	0.6364	822.00	NE
Rv2250A	-	POSSIBLE FLAVOPROTEIN 	3	0	0	3	0	0.3333	226.00	NE
Rv2251	-	POSSIBLE FLAVOPROTEIN 	9	0	0	9	0	0.6667	277.50	NE
Rv2252	-	diacylglycerol kinase 	18	0	0	18	0	0.4444	327.38	NE
Rv2253	-	Possible secreted unknown protein 	12	0	0	12	0	0.5833	87.57	NE
Rv2254c	-	Probable integral membrane protein 	6	0	0	6	0	0.3333	1348.00	NE
Rv2255c	-	hypothetical protein Rv2255c 	2	0	0	2	0	0.5000	931.00	NE
Rv2256c	-	hypothetical protein Rv2256c 	7	0	0	7	0	0.1429	64.00	NE
Rv2257c	-	hypothetical protein Rv2257c 	10	0	0	10	0	0.6000	253.17	NE
Rv2258c	-	Possible transcriptional regulatory protein 	15	0	0	15	0	0.9333	1035.00	NE
Rv2259	adhE2	Probable zinc-dependent alcohol dehydrogenase AdhE2 	14	0	0	14	0	0.4286	88.50	NE
Rv2260	-	hypothetical protein Rv2260 	6	0	0	6	0	0.5000	509.33	NE
Rv2261c	-	hypothetical protein Rv2261c 	7	0	0	7	0	1.0000	343.00	NE
Rv2262c	-	hypothetical protein Rv2262c 	14	0	0	14	0	0.5714	319.00	NE
Rv2263	-	short chain dehydrogenase 	13	0	0	13	0	0.8462	600.91	NE
Rv2264c	-	conserved hypothetical proline rich protein 	32	0	0	32	0	0.7500	757.62	NE
Rv2265	-	Possible conserved integral membrane protein 	17	0	0	17	0	0.8235	604.57	NE
Rv2266	cyp124	Probable cytochrome P450 124 CYP124 	17	0	0	17	0	0.8235	512.36	NE
Rv2267c	-	hypothetical protein Rv2267c 	37	0	0	37	0	0.3514	550.46	NE
Rv2268c	cyp128	PROBABLE CYTOCHROME P450 128 CYP128 	28	0	0	27	1	0.2857	22287.75	NE
Rv2269c	-	hypothetical protein Rv2269c 	12	0	0	12	0	0.5000	497.17	NE
Rv2270	lppN	PROBABLE LIPOPROTEIN LPPN 	11	0	0	11	0	0.6364	491.86	NE
Rv2271	-	hypothetical protein Rv2271 	7	0	0	7	0	1.0000	300.86	NE
Rv2272	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	4	0	0	4	0	0.5000	72.50	NE
Rv2273	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	6	0	0	6	0	0.8333	638.60	NE
Rv2274c	-	hypothetical protein Rv2274c 	9	0	0	9	0	0.8889	127.50	NE
Rv2275	-	hypothetical protein Rv2275 	19	7	0	12	0	0.2632	287.80	NE
Rv2276	cyp121	CYTOCHROME P450 121 CYP121 	18	10	0	8	0	0.2222	500.50	ES
Rv2277c	-	Possible glycerolphosphodiesterase 	13	4	0	9	0	0.3077	449.00	NE
Rv2278	-	PROBABLE TRANSPOSASE 	5	0	0	5	0	1.0000	562.20	NE
Rv2279	-	PROBABLE TRANSPOSASE 	25	0	0	25	0	0.9600	596.38	NE
Rv2280	-	Probable dehydrogenase 	18	0	0	18	0	0.5556	277.30	NE
Rv2281	pitB	Putative phosphate-transport permease PitB 	26	0	0	26	0	0.5000	350.38	NE
Rv2282c	-	Probable transcription regulator (lysR family) 	14	0	0	14	0	0.6429	258.67	NE
Rv2283	-	hypothetical protein Rv2283 	3	0	0	3	0	0.3333	1082.00	NE
Rv2284	lipM	Probable esterase LipM 	29	0	0	29	0	0.5517	324.44	NE
Rv2285	-	hypothetical protein Rv2285 	23	0	0	23	0	0.7826	930.94	NE
Rv2286c	-	hypothetical protein Rv2286c 	10	0	0	10	0	0.6000	160.83	NE
Rv2287	yjcE	Probable conserved integral membrane transport protein YjcE 	20	0	0	20	0	0.6500	296.38	NE
Rv2288	-	hypothetical protein Rv2288 	5	0	0	5	0	0.8000	842.00	NE
Rv2289	cdh	CDP-diacylglycerol pyrophosphatase 	22	0	0	22	0	0.7273	714.31	NE
Rv2290	lppO	Probable conserved lipoprotein lppO 	14	0	0	14	0	0.7143	563.80	NE
Rv2291	sseB	Probable thiosulfate sulfurtransferase SseB 	17	0	0	17	0	0.6471	865.09	NE
Rv2292c	-	hypothetical protein Rv2292c 	2	0	0	2	0	1.0000	465.50	NE
Rv2293c	-	hypothetical protein Rv2293c 	14	0	0	14	0	0.8571	444.50	NE
Rv2294	-	Probable aminotransferase 	24	0	0	24	0	0.8333	684.65	NE
